genome_id,accession,genbank_accessions,source,checksum,quality_flags
1280.39749,,,BV-BRC,bef52bcf3227240b85cf6558d6780405b56a7dde5ea072d18887767fdbb31f3f,WGS;Good
1280.39748,,,BV-BRC,da0e706e5532acda795088bc5cab0bab5f376eea754ff89b2a7c82d8ed5a0c55,WGS;Good
1280.39752,,,BV-BRC,f75b3c685b55f8e5fc1d6111d478251fb64c2a4e5aac2f1ab92ac8e78178b9c4,WGS;Good
1280.39750,,,BV-BRC,744b999d6329937fa8b038adb1bb9480aeb0b304c450002cd975839c05f0d289,WGS;Good
1280.39751,,,BV-BRC,7b329d99f26a156bb761637f1efe5bbe272a13612114e754151998711f21358d,WGS;Good
1280.39753,,,BV-BRC,bb0f74b6e965f51fc4c489a99b3fb5c4495027b0effa9708495d937b3eb75188,WGS;Good
1280.39754,,,BV-BRC,cd03b0897b8164891033d934db3126101490b3f75381804cb89a312e9959a724,WGS;Good
1280.39756,,,BV-BRC,7d2965761e4ac81dda0f5ba61deb3a7d5d6b3f24c14a67c65081a2c107872eb8,WGS;Good
1280.39757,,,BV-BRC,5ddc76d4fefce8a249dcc14a2b5c40f47ca086703a5f82033d054ee4751c7b89,WGS;Good
1280.39758,,,BV-BRC,a8ce19f4b612c7182be64b526454e23f634026d80519c12268bab5a99accc853,WGS;Good
1280.39755,,,BV-BRC,99474c15f58d200143b9b0543cc156d0a060a57557888114a959205d75fd016b,WGS;Good
1280.39759,,,BV-BRC,f358a8e29398b97d65cc02467ab825a67b11c2080ca1bc4f2d0d7fd5bfce3472,WGS;Good
1280.39760,,,BV-BRC,5f23237d4871cd3e3b5050827b4d36b7adf212577ee7aea474da1a1c75b6e536,WGS;Good
1280.39761,,,BV-BRC,630bef889888b676d80b44eab27e78974def8e7e0c9199fb409407eb682f1dff,WGS;Good
1280.39762,,,BV-BRC,138a7cd4d19877975392fd7323e28707b81aa43a314b59bd64d48c17f94ce5a5,WGS;Good
1280.39764,,,BV-BRC,43eec0c59fa4b70d688a1ea9007a30d6eb5dad630ec37626b1b7c04d79198c33,WGS;Good
1280.39763,,,BV-BRC,65d4deccde2ed8732b07f60fa4c2b9b67788c299d408e6c84f5a3bd6882636b7,WGS;Good
1280.39765,,,BV-BRC,ae4fd773cba7c5b16ddc252d1789fb79405f964f55e0d63a5ec3d77e9bfb08ea,WGS;Good
1280.39766,,,BV-BRC,d79a30176a0383261d8c1e838d4bfae60f30e95505ab39f856819e56ff05fc34,WGS;Good
1280.39767,,,BV-BRC,15b1c06bce7f4dcb4118df474cb3c353c60dd75980025a3f187f413646eba0a6,WGS;Good
1280.39769,,,BV-BRC,78c2fd414889287b3e36e40b8ad45b6898b6b2d61da88c158f7c785d03ff0b87,WGS;Good
1280.39768,,,BV-BRC,d71708641c12288c5b5295a9af3f08dffd5cb80794b08b866dceee11fda45231,WGS;Good
1280.39770,,,BV-BRC,1f8564b14d6c65ca6c9ddf4cdf918c8c4a2469d7596647d668866891391b2889,WGS;Good
1280.39772,,,BV-BRC,9d005370374471e5395923528b97dfdc8c47b145c173a90471e0c9eebedb05d6,WGS;Good
1280.39774,,,BV-BRC,d03331360b9ba3b437dc121bea3f401cf260dde224e1c9e41eae75150a3dedd2,WGS;Good
1280.39773,,,BV-BRC,ab533b47e533365e7cd2cf02dd04664054f337ab031c9902b025792e4301710e,WGS;Good
1280.39771,,,BV-BRC,32bb71ae2241f87526dbeda1c32bf28986d5d9884ff448b31a83a06e62407c82,WGS;Good
1280.39775,,,BV-BRC,3b7897180232a5dbf8b540d2e2d377c83462b82feb726ce6f83614ae0ea914a5,WGS;Good
1280.39776,,,BV-BRC,b6eb94e1758821e545a646fcbd7a440487d402b0d6908556b5b6ca9045565900,WGS;Good
1280.39777,,,BV-BRC,c526aa0807714f1bb25743aad22291fc64658e4589a1a9f6d75dd21fe00a6ece,WGS;Good
1280.39779,,,BV-BRC,85e4ea11fa80231e6350046cd774c2d2efcb4664413d34a72954a804f3317a4c,WGS;Good
1280.39778,,,BV-BRC,870bdae334a60d7d5120464455557ffe8b29f3451a7fe64936d27644ff9c1c9f,WGS;Good
1280.39781,,,BV-BRC,361c50b97f07cd6dd78de4810d6b6c9d4e43b0f167f586b33a524868e5a9fb7f,WGS;Good
1280.39780,,,BV-BRC,19387ed94936e6d16b8decb34737cb531d3e82ba543173abe9adb64713028f75,WGS;Good
1280.39782,,,BV-BRC,7f439daddaee295adff3d9cdf70f71b2c42b79a970dadc11531300ac98517a92,WGS;Good
1280.39783,,,BV-BRC,fab2db8996d77519601155388385b0c1a76179440483238a3728e11398066bf0,WGS;Good
1280.39785,,,BV-BRC,aace28cb5a545dff3dc0034ba518034eb94ae0d30b12360365ee8c5da5f4cc7e,WGS;Good
1280.39784,,,BV-BRC,2c5f84a2b33312fac73a66127af8daa08efe85f3399ded1767cf5c44271bd56f,WGS;Good
1280.39786,,,BV-BRC,03d39fd9bdbfaa7e7b2afee33addf718a2d0ae3356423677ded1e8ee5f3d2a52,WGS;Good
1280.39789,,,BV-BRC,a584b9d32fad7b88b2e55064126d164991907d3cc26a66444d8f3571b48c0e5a,WGS;Good
1280.39787,,,BV-BRC,aba6ebe508abeb279efccce208b13b3cd667a3d49f18929f1991225bd26a535e,WGS;Good
1280.39790,,,BV-BRC,c7a50a19a3d8f8068a5f7a68feef111b888e117f919fc9dfc153682d207a6ed9,WGS;Good
1280.39788,,,BV-BRC,ec5c51882c913c4885d6d932fa79393b5acc89fca72f709394150da6f35e2849,WGS;Good
1280.39791,,,BV-BRC,a40c7acec05f0199d983387ffa6a1fcd6c94a8810018993427bf8c57c1c4a4f0,WGS;Good
1280.39793,,,BV-BRC,33d4d579b02d485738ba4f5c5d524146794bfbdd8eb11d439cf38508fc769ea4,WGS;Good
1280.39792,,,BV-BRC,7a4c0a7ce460ee2aa87a925ee13f0ee8b67a5c48d14ce69f6f9f7d26ced7a6c1,WGS;Good
1280.39795,,,BV-BRC,18c76e546af29a3d38e3efae773d9998f5d981dd2c0c5a9c36fe4cfa28ebe502,WGS;Good
1280.39796,,,BV-BRC,ce7434060b5f9ed9132cb69facee71d2239a071b51205b1d1919361d5b6c2848,WGS;Good
1280.39797,,,BV-BRC,25b3e035a173e9a84f9dfd7a046d28a603353dce579a0643336e9d8c957102fe,WGS;Good
1280.39798,,,BV-BRC,ae0a71174faf5176cdb24005cce3871ab77f456f2ae3ef8b86532a6e68f4d457,WGS;Good
1280.39799,,,BV-BRC,d155f8e8525dcccf85668e43438fee3adbb10ec28c279d14e6676b376cc84547,WGS;Good
1280.39800,,,BV-BRC,628a6e0e71aad3b7ad971394df969a8aed8625c303715fd4ae0e77a1ab6a16e0,WGS;Good
1280.39801,,,BV-BRC,8e4be2844012b855236d3accbb080b643996865ca5dbc24fb83e03d295caf3f3,WGS;Good
1280.39802,,,BV-BRC,1fd5bf7a8c82f8f8a98e5d42d8ff3c99bf3c50a748b86db8ee793fa719102fae,WGS;Good
1280.39804,,,BV-BRC,31263a2a7d8ea6ee3fae7fe00d813890fd1a70dd4739417895675f9b920a4415,WGS;Good
1280.39803,,,BV-BRC,ce90c5855d4fdd3e9ccbadce77c7da78943c8c27996f1666eb227472793af725,WGS;Good
1280.39805,,,BV-BRC,2a5ce4fe632935250069032a3f451dd5a0c07b91da2bbb717a58047e098310fd,WGS;Good
1280.39807,,,BV-BRC,3f53cafa880763adaf1cd76f61fa9cbc3ae4b1841912e88928a08dcea671e10f,WGS;Good
1280.39809,,,BV-BRC,0be4d568a50de995a3833c27bf2bee2022923e7a41dc4a5b8deee6f645d6a9d8,WGS;Good
1280.39808,,,BV-BRC,f75e5b5c5b741a6027ed87bab474d4421292f91d6322beee159a4bde44ee0cda,WGS;Good
1280.39810,,,BV-BRC,e53c5040c3328688ae5324f7fc4c5a38cb6de901838a96dfefde105ef6a47689,WGS;Good
1280.39811,,,BV-BRC,68521fc8c98caebe6bf6c7249ce6ebafef66fd0a3d9ad0e2371671b3db84d521,WGS;Good
1280.39812,,,BV-BRC,0f118baf2fe64af4a52d7101b9caddf8a67ddbcdaa90abbcd74d7bf7db64431d,WGS;Good
1280.39814,,,BV-BRC,676f7eb742c2791466598b310dc1fca4cec4a85377784984f2cac178d3a21c66,WGS;Good
1280.39813,,,BV-BRC,5ee51c1c5dfba297a49e3c3ea65579b8c6c5098f61326492914cfc84841f0083,WGS;Good
1280.39816,,,BV-BRC,259f15e3ed69dca092b6bf039a44fe72e507e27cdeedbccf10dcea9e0682cbc6,WGS;Good
1280.39815,,,BV-BRC,656d311e2183de7b5ef3caa555daadf46f03b6121b8dc2fd2603b81f5b325819,WGS;Good
1280.39817,,,BV-BRC,22ed17745603dd14b8030a16c74d3a016a3f4ec0602dcec44758cd4ec7def549,WGS;Good
1280.39818,,,BV-BRC,3041a6ba7b185c006de6b2115213e41eac5a96a5595b9f6c1c97438c3a58ca53,WGS;Good
1280.39819,,,BV-BRC,718d1cae7ca9771e9cc8f591e92a73f3b361ff132ce942bf4a6ead7b60683562,WGS;Good
1280.39820,,,BV-BRC,cb3100b494213402c17d155843231b74e5fe72cc981fb3302143196035884c4d,WGS;Good
1280.39821,,,BV-BRC,b52769f819530f634b5219d974130f1d0d95fb694e9f31155eed60d70703a79d,WGS;Good
1280.39822,,,BV-BRC,15b6faf839b692e11592f77d80c49129199bf840645c471a3a6951f0946322c4,WGS;Good
1280.39823,,,BV-BRC,e8f8052160efd5f02034b5c335bc4021e54eb469478af5ee4dc280738d726f1d,WGS;Good
1280.39825,,,BV-BRC,4962acd18b250526b4ae1ca09459cab17eb66f8b38de26ba4a9bb179c87b0428,WGS;Good
1280.39824,,,BV-BRC,62268d9aa2c26e464d66201b3a26242c2d4dedc1dd2fa3119d4a3a9920384a77,WGS;Good
1280.39827,,,BV-BRC,ea1bd0d941f93ae485a4aa07bb80bbf8d6e9bb470d4e4d5d9a04b046d283745b,WGS;Good
1280.39829,,,BV-BRC,fe5c1cc667627cf4d0f511e3fbd726e17686b7dde6fe22bb402a4658cccdccdd,WGS;Good
1280.51739,,,BV-BRC,7e5d277f484dcd37ee61f836eb3c0e172fc71374aa4ba973eea62074670bd4a7,WGS;Good
1280.39826,,,BV-BRC,5dcf0d898f7a8d7b7ac81856f56194c792433d1c1f56329cde44e354ddb8e61a,WGS;Good
1280.51740,,,BV-BRC,7b66dbc6b6467ecb5f82aee0dc9a6b22a886debfa50ba6fe68bcdca1922a969b,WGS;Good
1280.51741,,,BV-BRC,4ca9c320a7395db7e01ca7c206b53efb9525e9a64309fbee64307150310df9f2,WGS;Good
1280.51742,,,BV-BRC,2b74891e8d224683d9e88a1adfa3806693f7981add94c5c83649ad6ce6a707a0,WGS;Good
1280.51743,,,BV-BRC,668c983268338bd29444c3f27d276c0953d1e3bf56dd9eaac6d158fe411f5cd7,WGS;Good
1280.51744,,,BV-BRC,f93637d46384241a71adaf70996c23db15ec1d3eb8fe746813db22ddd565e98a,WGS;Good
1280.51747,,,BV-BRC,b8e5ed39dd06555c7900501a258c488c4fdcdd338eb0fa10e68141e13ac29f8c,WGS;Good
1280.51746,,,BV-BRC,46f44ea8a45106d0c1c6030823a9dd9ec55f35a711c33dfe1c59721fb2e63df0,WGS;Good
1280.51745,,,BV-BRC,2a489933d8a1e8d9cff83cc25c9e88858f0d8a8480501ec91443d0fb3c207097,WGS;Good
1280.51749,,,BV-BRC,1a30c9f9b6ea8e43370a3117bcc924f8a618e24486d647b4f92b3f6b89107797,WGS;Good
1280.51748,,,BV-BRC,1bdd9ea7a4cf991d3d7fc5e5a1ca91f681d1b6e856c3b3c02643d0d4ed3e531e,WGS;Good
1280.51750,,,BV-BRC,ce824abd107373ff468b1da9838f5f7cd9e16023be36abce6cdf7a43fff80c2e,WGS;Good
1280.51751,,,BV-BRC,45d02096e33be04c1b31623621d6bf9c90e9c6a9ab6b7e16e756e9b8f494ce27,WGS;Good
1280.51752,,,BV-BRC,6b5cf063f72e42cf6c219297995cdd1bc87d00c857fb811bc8057eff4a1be2b9,WGS;Good
1280.51761,,,BV-BRC,bf6a0103586afae86ee4445fdbcd34b4582b0ac2f32cb5abbde13104393bc70b,WGS;Good
1280.51754,,,BV-BRC,081e71690b92e7c61384f35e1fd4866da9e04f9ec30d9d7114aca1e486f9b467,WGS;Good
1280.51763,,,BV-BRC,52f0de4f195fcadda21180842849c279c5f49b1dd9ea89a72e864d0ea83fe439,WGS;Good
1280.51764,,,BV-BRC,05a4e076fb52a0e4915208892514a2f99339e4893a5b975b9376bc4848d63d1a,WGS;Good
1280.51753,,,BV-BRC,84cf42f32679dc38c3161f307260139b96e0fc8751231a106659fd5b20a5778e,WGS;Good
1280.51766,,,BV-BRC,72e86a5dbb5c4e34d5f5a938ff64331090fd9fcb4d3992e170b3cf37aeb5561f,WGS;Good
1280.51767,,,BV-BRC,0daa3458de5b3550d1845b29d6d2a659eea0b320815cafa1a8338450c992079b,WGS;Good
1280.51769,,,BV-BRC,704e8ac6ad321e6c47763436e7bec5a90aad5d5ebb6306691f9cb2fc465f68e2,WGS;Good
1280.51768,,,BV-BRC,d8916a206be14f79f71f5d9eca7ce513a92b40916623db6ec2426a46bb213c75,WGS;Good
1280.51770,,,BV-BRC,c681956435bb8ded002e9206d02fc67ad994206849a5cbf000dfdabb10ddb2e2,WGS;Good
1280.51771,,,BV-BRC,193854a1a7914dc98bf726153cda3af5c6d39adce84a2b6128a840cf1291e693,WGS;Good
1280.51772,,,BV-BRC,880d795caf48c70aae12c56fa4b2ac622034725f5b7863d0e1cd499c9ac865a2,WGS;Good
1280.51773,,,BV-BRC,2b4535c3094c117a2911413fb373300ff7b944f9799f04337950a08424d70186,WGS;Good
1280.51774,,,BV-BRC,e69ed69af74255719a5c6e2958e8f394090b7d793d3f3884f96a61e3ff7c8d34,WGS;Good
1280.51775,,,BV-BRC,ce1f005deb73d6701ed3077ff13bb4410b44c21dde787391474bd44740894e45,WGS;Good
1280.51778,,,BV-BRC,03caf8fb49fec4825cb665a3c259e8b9d455df9a8085f09525059243c85d8da9,WGS;Good
1280.51777,,,BV-BRC,ce5ad5f142d260aeb76a87e8a6d66f6995af09c6527b13b43325742280556d48,WGS;Good
1280.51776,,,BV-BRC,977453500b642a2faf230af19d5b0438cf381d2b80837f721556870c1a25432f,WGS;Good
1280.51785,,,BV-BRC,d3ecafb4c1a1f4e44c3f6764e8a0cf593f7de0dd1bc01a2bd5e3f4979ed1d417,WGS;Good
1280.51779,,,BV-BRC,d9a5f81ba60c37ef9411dbf5321a6e6819d1b9f46ac5aa25617b00d5b2b683d3,WGS;Good
1280.51780,,,BV-BRC,19afc0e8b57267d533620b810bbe8f5224ad5590ac7a9b75dc090183a8f990b5,WGS;Good
1280.51784,,,BV-BRC,012f0efbafcf9941589a0db929a21d365c035c1982854b6d0b7931ab27e1b1db,WGS;Good
1280.51786,,,BV-BRC,bcf16a168ed3f84aa50fd758131a6b673d2887cb6d68ab561d48cab7491dbac4,WGS;Good
1280.51788,,,BV-BRC,50c80ffb14d287458fa3b5adc1dab21856acb91e6581728576c2a8537a880c8a,WGS;Good
1280.51787,,,BV-BRC,eeecf63a2b16dfbd0583fa8cb771e0e8fda56a197f57b0085ac9a857986165a0,WGS;Good
1280.51789,,,BV-BRC,28b4f034c0308fc1f5a02c14e5cd3de06a650e1d705d7cd519d3b57c92abf1ac,WGS;Good
1280.51791,,,BV-BRC,4276102aa8eaaf5ea56c367e251f660f015c7dde9ce1a423c73200fee0ab2090,WGS;Good
1280.51793,,,BV-BRC,67391eb7d55ba68e23ace0816a8647b9003f9a29fe80d1045342e74a669dcb4e,WGS;Good
1280.51792,,,BV-BRC,1dbd193c5dbc9e92258c5f8dd0a6e49d067062c82e964f73a04354f84631978c,WGS;Good
1280.51794,,,BV-BRC,6197cd477c9b7b72cb6544721cb89779fa1a571c441e48034591d2ccfb0cd6c7,WGS;Good
1280.51795,,,BV-BRC,9d05900e7a09b60a4d504dee851b863a5d13b51cf6f297434be7966222dd3cac,WGS;Good
1280.51790,,,BV-BRC,6ddd3b9c419f8a01f81a7246657d69ef125fd75bd7b1cf27e65999ada158cf59,WGS;Good
1280.51797,,,BV-BRC,409443bd452fa1102765c940e8289fb23b615e616ff3e42785b21d2a19e862f7,WGS;Good
1280.51796,,,BV-BRC,8bef7f835278241e149c8fe462009474c473ee3c5415ce153dad70d89637df37,WGS;Good
1280.51798,,,BV-BRC,40c7906d7eb34beb8d87af928a4fa1b4ba2c6db29575c09f27a14466c13e47af,WGS;Good
1280.51799,,,BV-BRC,46e2729489199b8d4d0ceacdd33dd2d91281efd378d88cbefb8a109237c00013,WGS;Good
1280.51800,,,BV-BRC,99c4626c58c6cc2faee95f7e4cd033f7cea458ebb74a44cfee51928746ef0979,WGS;Good
1280.51801,,,BV-BRC,b8ed66815c2fb0456b74d2862ca6048bd25610c41640b393b76a546274922aa6,WGS;Good
1280.51803,,,BV-BRC,c6b2588e1f03b3d7467a01a7c3e11361b6eca2832caedca2bccabb12b94f308e,WGS;Good
1280.51805,,,BV-BRC,b6f372d25d0afa422daf312f4b04862c728628c92339ee6d65c12b82b04d8bf7,WGS;Good
1280.51806,,,BV-BRC,63c100734db01c2169e9a2c19c32cdadfb0eb48e00b2a28208ce9c8880f6cdb0,WGS;Good
1280.51804,,,BV-BRC,9d412eb91b38794b2fa46bdd1be15b638aee23ca6e19128b8026a1c644f8a59a,WGS;Good
1280.51807,,,BV-BRC,56d194920bb06442b0f527f291d01b60cb2acc285035566397d491d8cbed84d2,WGS;Good
1280.51808,,,BV-BRC,1f28006c7262f019e90af3fd5aebb8b783a3b3b2fcac0595d347514ac3cd1a30,WGS;Good
1280.51809,,,BV-BRC,ec8668ca0f1818f45a42835ef3f898d74d8bed76310bd6894b57b56c0b1ff996,WGS;Good
1280.51812,,,BV-BRC,7f667d8f3f06130930fa09694d74bca053da50e754fe7b1ac401255b74fca006,WGS;Good
1280.51813,,,BV-BRC,f6029c6669b7ce288c454b19d84d1c1a228f06fe532e7c0edf17d116c4731bfa,WGS;Good
1280.51814,,,BV-BRC,d3937eedc90f71862c3b4ae13d59de128b4f8f7c2c1730decccfa6dfa8e01d52,WGS;Good
1280.51810,,,BV-BRC,b50f1205fc9f318a9d100b1cf03daace4ef0e3e8e96291f2b2845c221456cf14,WGS;Good
1280.51815,,,BV-BRC,ff500f4677b4ce5bbabe256eb796c774385337d65652408955912c023f0221ce,WGS;Good
1280.51816,,,BV-BRC,7915550d911b026ab5bf0d9262340d512b1026b15f75d6be1857459fcdda596f,WGS;Good
1280.51817,,,BV-BRC,13baada83995d4e0a1a107e57be2ba2615a25b33fd6cf06568ff52a393cab581,WGS;Good
1280.51818,,,BV-BRC,e5d522ca55b92a44ce2c7ae90dacb5269b1e7d19cdbfa195c0a54e5c147214ce,WGS;Good
1280.51824,,,BV-BRC,e07424c2dff0413b0f4a5bba66f5250deba22f412412d368460649fa7214cb3d,WGS;Good
1280.51819,,,BV-BRC,d4d62ea0ae0a815e5932181106803a6f7d56867660fa5bf7f9c2499a5504be8f,WGS;Good
1280.51821,,,BV-BRC,ea2cb01474837080a294f5356dccc3bc3c1a1f359038edd059a1afd28b986806,WGS;Good
1280.51825,,,BV-BRC,0a55afcae1f65f8c680ed3802051b1b085bf6f1c0c82b575143d0cd188b9b6e0,WGS;Good
1280.51823,,,BV-BRC,d08f5d1faf8b82106d74f77471fd7cfa4e1ea20f1e3bc0e2af9df6c1c66ce54f,WGS;Good
1280.51820,,,BV-BRC,a6bf7ed782d2efc315f7208af59bedc718f4cb916797d7ca7f5d1ca9b818f520,WGS;Good
1280.51826,,,BV-BRC,bbf22b9c288b277951834bdb3e0a6a256f435ece9a6d0fd5ee104d5fa2872d97,WGS;Good
1280.51828,,,BV-BRC,e8cae7f8bda74ae1575c35a39ea6b0fc571db82474ee6505828f8a87a7833081,WGS;Good
1280.51830,,,BV-BRC,ba8996bbcf5fbc55139d98b3e46ff77d518290730aafc326692ee3f1be1bc98c,WGS;Good
1280.51829,,,BV-BRC,66679237504ba12eecc1caee924b00c1017d583ff774ac6c33cff8adb67b65b4,WGS;Good
1280.51831,,,BV-BRC,06b508471cde614a8361bbd5b4a64ba86b664cb067c4fd6f1c49013a00792d76,WGS;Good
1280.51832,,,BV-BRC,8f7d8d638fb3b54f5da57054be3689c808111f830086ed160a171aac18b57b78,WGS;Good
1280.51833,,,BV-BRC,5427c7e735b38f7225f348fdea1d3bbcb7d0004e8748d7c66c8d7ae5a058ac9d,WGS;Good
1280.51834,,,BV-BRC,56d40ad40c0d7b093f27499740425e04259025d545600e622100faa4544fc05e,WGS;Good
1280.51835,,,BV-BRC,a0d07b9e1f34c8cc9978b6438ca37866031ac0ef4f9cc9c94882157fcf5cc9fe,WGS;Good
1280.51836,,,BV-BRC,6f8d7be7f1b4186d1131e79e9d7c28cbe1b9a3fbf714e1996f84e1102cc06811,WGS;Good
1280.51838,,,BV-BRC,527e342c5cef872f96fbcc655b038d29c3000a69facef061d822eb801bbdedba,WGS;Good
1280.51839,,,BV-BRC,bc36225aeab18f927e224406b000c2ca362584c58f37395e3dfa99e644d25bc5,WGS;Good
1280.51837,,,BV-BRC,f28501e55709c9800b30091f9486273cd4c3ed7da0218191b631c392b2a4a0f3,WGS;Good
1280.51840,,,BV-BRC,b41df41a1f73a3858afc9746e14eac45431d32241f4bf22f82e5fbcc2d2b7e9a,WGS;Good
1280.51842,,,BV-BRC,891c5d134aa67dfb16b8ebe7f29e545a71ab2ad09575284b5e0cc94dd6a0c257,WGS;Good
1280.51843,,,BV-BRC,69f60ec0c8a6932985ddedd2585a0c845bb98168a33eadbd3a07c6f388b22628,WGS;Good
1280.51844,,,BV-BRC,08304824841cc39b5a04530c113f487543e41da82aebcee6c5c30fe3820604cc,WGS;Good
1280.51841,,,BV-BRC,3cb1dc6f7e38c21b3812e74a60b922ac6d722c95f73368832c740d7e4f2b755a,WGS;Good
1280.51845,,,BV-BRC,68ab8ccdb1461b3c5e18f434c35d92d519dd20279e0cd4c933fdfba785e4e0ad,WGS;Good
1280.51846,,,BV-BRC,6493e8fcc83ac3375ca66bcf2eeb7e5a3944b1fb4b94177d079c2664a29d60c5,WGS;Good
1280.51847,,,BV-BRC,33a1d991dc6178429c893d527d26df566d9de1b6d497b25c559db10367939c10,WGS;Good
1280.51848,,,BV-BRC,727ac79a07b00f2a0a5df78257e84c53a802a293b27ab2df499e361726a65952,WGS;Good
1280.51849,,,BV-BRC,7e91529c283d059709c8acf3f82a653b72ecd044783ec6efc0b4b6e239933cb7,WGS;Good
1280.51850,,,BV-BRC,8013a036b9822bef026747866c208a00cb98fa45133604c62d840b8666a6a8bb,WGS;Good
1280.51853,,,BV-BRC,6777614d533652350c1b93d2430aded2055abd2348ea67984adff23d0cdaaa14,WGS;Good
1280.51852,,,BV-BRC,ce9796a7867c95723b8339ac4233063f687c1acbf9e0f8f1c52673be2bf5a661,WGS;Good
1280.51855,,,BV-BRC,3a9d61a87a2fc477e852b61afd03c5af933427b8b9afaba5cf6d36ed7edab52b,WGS;Good
1280.51856,,,BV-BRC,de824eb71dd855dc2c3981bd96313096555f93d5822528bba6a29d2c3611a87c,WGS;Good
1280.51857,,,BV-BRC,130ec8d71d1441330ad4e6f5739a9db3e3bf32ee0f6484fe172b357bfb2abd32,WGS;Good
1280.51859,,,BV-BRC,83085b82f36505862db40551f232215afe3c0375ba0030901fd5b72ae3bb835a,WGS;Good
1280.51858,,,BV-BRC,e89462fe815b4dba53e1978964a0e01502e649a41aeaec42ed19cafd2a752726,WGS;Good
1280.51860,,,BV-BRC,95c1e32b4d598dfd859b3d0dcccea79d9f92bc09e21c92d1e3185a0ab2d92fad,WGS;Good
1280.51861,,,BV-BRC,ed9cc4a7bb062d1f5ccb3dadd7b6ed666a77ce8d4395b814e9ea0df7c489c96a,WGS;Good
1280.51865,,,BV-BRC,fcf2e1e5f3204de21c349cac950cb6c57a4e30b670347147eeb153e77c9b10fd,WGS;Good
1280.51864,,,BV-BRC,44df2ec5ddbb176abfcc3964950b11343698cfef6675d4c07954a295b21808c2,WGS;Good
1280.51862,,,BV-BRC,e37623e7082ca5acc8d5c8ed82c355ef54f00a49a116b2b11a060c1e0e14a04c,WGS;Good
1280.51863,,,BV-BRC,ddbbea43d20a52eb6f685ba76a2969d2faf4989c82603be33045dd10835148fd,WGS;Good
1280.51867,,,BV-BRC,f0cfe8399a5b5e4ecf43e1d9d6b81a904c78e7d5bef3580c5f458625ee3bfaa4,WGS;Good
1280.51866,,,BV-BRC,f3b8cd9574515fb0a9d60d38944bea33f6ea0117fefbda3e5442f9014393ab1b,WGS;Good
1280.51868,,,BV-BRC,4089024a36e4d56151c67b7551d5ce25a5b3c35542073281b0dd8e6660419b88,WGS;Good
1280.51869,,,BV-BRC,0299ab8ff9afc905c809e07a3525c4d48135d4e2bff3e9fce0b5e0ac695d9553,WGS;Good
1280.51872,,,BV-BRC,df9e4efa026a4999404f53da28f9c5e1fb8df8a6b8d8045808a0c6283921e79e,WGS;Good
1280.51870,,,BV-BRC,c2517b4b020a9d1f9e7d111ad0a4292557b34fc9ecde6c31d4ae974804b56606,WGS;Good
1280.51871,,,BV-BRC,9274c5d32ed1b3943edcb5bba7cd0916b60ceefc152a59fab18a1a918c2029a0,WGS;Good
1280.51874,,,BV-BRC,b071735517230b89ef6d5c4f928831bb0e8d292acdac3597b0a5dace8bb1b03f,WGS;Good
1280.51876,,,BV-BRC,fc8589bf5accd197c8c4890d01073f920e444c571d02800086465e052652d778,WGS;Good
1280.51875,,,BV-BRC,60b35486dfa6a4488c15acc33eaa7b9a44976caddf1ff55148ddeeabd117f8dc,WGS;Good
1280.51879,,,BV-BRC,26ba6593ab6c382957a07e32b12126038f8f18a280c3a25b8524c7a4323c05f6,WGS;Good
1280.51881,,,BV-BRC,0e0c50f803824b99221432c702590cb95830f25449cf0dd7787d4bb2f6ae15c4,WGS;Good
1280.51880,,,BV-BRC,83009d27ade6ae229d9c83b3c7bb2b4221bea2fe92d7e4bb0414fad8e126c2a3,WGS;Good
1280.51883,,,BV-BRC,ef950ad0ede6548d56c1c20355912800920dde6880b928df8af78fa2e5139d5a,WGS;Good
1280.51884,,,BV-BRC,3961fe6ad37ea4af8bbea0fb0f88ab5ff3763bf7e0642e0da18552ff51594a97,WGS;Good
1280.51882,,,BV-BRC,e489b693b71a8d2b59d7b9d000671e4eb5b2cf8134631372937cef7d725635bf,WGS;Good
1280.51885,,,BV-BRC,4c087cba714c080f77e64ecd30dd6d06ad5fb947ff3e62aa2b0b16284429a1ff,WGS;Good
1280.51886,,,BV-BRC,3368ebab16b925790f54dbcfa983ba6ec1608f9ed3bcd9691f74ed338820fef4,WGS;Good
1280.51888,,,BV-BRC,2526030c98a8eb33cfab10b011c6e319f90d2e14956c2d59d619baf04e1fbb17,WGS;Good
1280.51889,,,BV-BRC,1bf5335bc1806ee9bfe4ce0a8ca69489d6418d5b0cc4b744cafee4108bccffa8,WGS;Good
1280.51887,,,BV-BRC,a3ec40b36ae8910703b32f3b9be2d48e95e017ebdbe6f3828486b5c8777b6ee6,WGS;Good
1280.51890,,,BV-BRC,30c8ca19e1bf4655b33036718f028e10a17ea62619303122336782134d38f668,WGS;Good
1280.51891,,,BV-BRC,4dcc88c361589f3c9e5d596796d9990b320970f14577b03462e149920d779f0a,WGS;Good
1280.51893,,,BV-BRC,8018cd9ea544c7ce176d8425768dc2b81bdd71aa617cc7b0722a804aa158e030,WGS;Good
1280.51895,,,BV-BRC,367747960fd850c47c937b5a7b28da041ea5d6837d731412b6f89d666fd5b73d,WGS;Good
1280.51896,,,BV-BRC,23109176686e059efaea12250e695092fffcf55ff5602f5cb260a395152ea631,WGS;Good
